Date,Product,Region,Quantity_Sold,Stock_Level
2024-10-25,Product_C,North,99,121
2024-10-26,Product_C,North,114,114
2024-10-27,Product_C,North,70,101
2024-10-28,Product_C,North,89,104
2024-10-29,Product_C,North,108,117
2024-10-30,Product_C,North,109,132
2024-10-31,Product_C,North,93,161
2024-11-01,Product_C,North,117,117
2024-11-02,Product_C,North,78,105
2024-11-03,Product_C,North,72,110
2024-11-04,Product_C,North,106,132
2024-11-05,Product_C,North,141,167
2024-11-06,Product_C,North,92,156
2024-11-07,Product_C,North,89,168
2024-11-08,Product_C,North,67,107
2024-11-09,Product_C,North,74,136
2024-11-10,Product_C,North,101,155
2024-11-11,Product_C,North,104,143
2024-11-12,Product_C,North,121,140
2024-11-13,Product_C,North,80,176
2024-11-14,Product_C,North,88,155
2024-11-15,Product_C,North,93,143
2024-11-16,Product_C,North,96,143
2024-11-17,Product_C,North,90,122
2024-11-18,Product_C,North,101,137
2024-11-19,Product_C,North,108,220
2024-11-20,Product_C,North,118,181
2024-11-21,Product_C,North,96,181
2024-11-22,Product_C,North,105,157
2024-11-23,Product_C,North,89,151
2024-11-24,Product_C,North,107,141
2024-11-25,Product_C,North,100,171
2024-11-26,Product_C,North,99,158
2024-11-27,Product_C,North,117,143
2024-11-28,Product_C,North,124,147
2024-11-29,Product_C,North,90,142
2024-11-30,Product_C,North,90,127
2024-12-01,Product_C,North,92,138
2024-12-02,Product_C,North,98,143
2024-12-03,Product_C,North,138,138
2024-12-04,Product_C,North,118,174
2024-12-05,Product_C,North,121,142
2024-12-06,Product_C,North,93,149
2024-12-07,Product_C,North,107,145
2024-12-08,Product_C,North,79,134
2024-12-09,Product_C,North,124,140
2024-12-10,Product_C,North,121,184
2024-12-11,Product_C,North,119,243
2024-12-12,Product_C,North,110,186
2024-12-13,Product_C,North,92,166
2024-12-14,Product_C,North,108,131
2024-12-15,Product_C,North,98,131
2024-12-16,Product_C,North,93,190
2024-12-17,Product_C,North,116,142
2024-12-18,Product_C,North,165,180
2024-12-19,Product_C,North,117,216
2024-12-20,Product_C,North,105,158
2024-12-21,Product_C,North,80,115
2024-12-22,Product_C,North,100,161
2024-12-23,Product_C,North,122,165
2024-12-24,Product_C,North,131,160
2024-12-25,Product_C,North,144,206
2024-12-26,Product_C,North,163,189
2024-12-27,Product_C,North,95,166
2024-12-28,Product_C,North,97,161
2024-12-29,Product_C,North,106,133
2024-12-30,Product_C,North,91,186
2023-01-01,Product_C,South,94,156
2023-01-02,Product_C,South,122,164
2023-01-03,Product_C,South,104,183
2023-01-04,Product_C,South,145,195
2023-01-05,Product_C,South,127,163
2023-01-06,Product_C,South,98,149
2023-01-07,Product_C,South,92,162
2023-01-08,Product_C,South,62,145
2023-01-09,Product_C,South,108,137
2023-01-10,Product_C,South,135,170
2023-01-11,Product_C,South,120,227
2023-01-12,Product_C,South,136,189
2023-01-13,Product_C,South,110,153
2023-01-14,Product_C,South,124,159
2023-01-15,Product_C,South,88,121
2023-01-16,Product_C,South,122,168
2023-01-17,Product_C,South,99,199
2023-01-18,Product_C,South,125,206
2023-01-19,Product_C,South,130,170
2023-01-20,Product_C,South,117,151
2023-01-21,Product_C,South,92,137
2023-01-22,Product_C,South,119,147
2023-01-23,Product_C,South,140,210
2023-01-24,Product_C,South,116,137
2023-01-25,Product_C,South,155,194
2023-01-26,Product_C,South,109,176
2023-01-27,Product_C,South,103,191
2023-01-28,Product_C,South,103,177
2023-01-29,Product_C,South,112,151
2023-01-30,Product_C,South,112,190
2023-01-31,Product_C,South,150,221
2023-02-01,Product_C,South,132,210
2023-02-02,Product_C,South,140,185
2023-02-03,Product_C,South,94,153
2023-02-04,Product_C,South,100,169
2023-02-05,Product_C,South,128,134
2023-02-06,Product_C,South,111,176
2023-02-07,Product_C,South,153,195
2023-02-08,Product_C,South,132,183
2023-02-09,Product_C,South,141,194
2023-02-10,Product_C,South,104,168
2023-02-11,Product_C,South,124,139
2023-02-12,Product_C,South,96,190
2023-02-13,Product_C,South,126,201
2023-02-14,Product_C,South,148,209
2023-02-15,Product_C,South,136,233
2023-02-16,Product_C,South,158,223
2023-02-17,Product_C,South,97,203
2023-02-18,Product_C,South,102,147
2023-02-19,Product_C,South,109,185
2023-02-20,Product_C,South,138,186
2023-02-21,Product_C,South,161,217
2023-02-22,Product_C,South,134,206
2023-02-23,Product_C,South,145,204
2023-02-24,Product_C,South,95,197
2023-02-25,Product_C,South,102,197
2023-02-26,Product_C,South,90,168
2023-02-27,Product_C,South,116,175
2023-02-28,Product_C,South,134,253
2023-03-01,Product_C,South,152,208
2023-03-02,Product_C,South,101,174
2023-03-03,Product_C,South,112,171
2023-03-04,Product_C,South,108,122
2023-03-05,Product_C,South,114,194
2023-03-06,Product_C,South,163,163
2023-03-07,Product_C,South,129,204
2023-03-08,Product_C,South,155,203
2023-03-09,Product_C,South,176,212
2023-03-10,Product_C,South,121,218
2023-03-11,Product_C,South,113,178
2023-03-12,Product_C,South,104,148
2023-03-13,Product_C,South,121,243
2023-03-14,Product_C,South,163,229
2023-03-15,Product_C,South,130,248
2023-03-16,Product_C,South,113,182
2023-03-17,Product_C,South,114,227
2023-03-18,Product_C,South,147,162
2023-03-19,Product_C,South,106,145
2023-03-20,Product_C,South,136,205
2023-03-21,Product_C,South,168,243
2023-03-22,Product_C,South,149,242
2023-03-23,Product_C,South,128,226
2023-03-24,Product_C,South,116,198
2023-03-25,Product_C,South,121,174
2023-03-26,Product_C,South,133,147
2023-03-27,Product_C,South,113,197
2023-03-28,Product_C,South,118,218
2023-03-29,Product_C,South,146,259
2023-03-30,Product_C,South,147,237
2023-03-31,Product_C,South,132,179
2023-04-01,Product_C,South,118,188
2023-04-02,Product_C,South,141,177
2023-04-03,Product_C,South,102,169
2023-04-04,Product_C,South,144,180
2023-04-05,Product_C,South,197,245
2023-04-06,Product_C,South,130,194
2023-04-07,Product_C,South,146,168
2023-04-08,Product_C,South,98,158
2023-04-09,Product_C,South,121,192
2023-04-10,Product_C,South,160,224
2023-04-11,Product_C,South,151,247
2023-04-12,Product_C,South,139,196
2023-04-13,Product_C,South,129,200
2023-04-14,Product_C,South,114,170
2023-04-15,Product_C,South,107,185
2023-04-16,Product_C,South,150,150
2023-04-17,Product_C,South,109,187
2023-04-18,Product_C,South,168,222
2023-04-19,Product_C,South,138,246
2023-04-20,Product_C,South,164,215
2023-04-21,Product_C,South,110,194
2023-04-22,Product_C,South,111,167
2023-04-23,Product_C,South,109,196
2023-04-24,Product_C,South,139,222
2023-04-25,Product_C,South,180,234
2023-04-26,Product_C,South,142,251
2023-04-27,Product_C,South,152,266
2023-04-28,Product_C,South,131,201
2023-04-29,Product_C,South,119,169
2023-04-30,Product_C,South,113,182
2023-05-01,Product_C,South,143,223
2023-05-02,Product_C,South,155,214
2023-05-03,Product_C,South,145,202
2023-05-04,Product_C,South,176,201
2023-05-05,Product_C,South,141,191
2023-05-06,Product_C,South,118,167
2023-05-07,Product_C,South,102,155
2023-05-08,Product_C,South,166,200
2023-05-09,Product_C,South,171,248
2023-05-10,Product_C,South,141,234
2023-05-11,Product_C,South,140,186
2023-05-12,Product_C,South,119,195
2023-05-13,Product_C,South,103,160
2023-05-14,Product_C,South,112,214
2023-05-15,Product_C,South,94,205
2023-05-16,Product_C,South,139,204
2023-05-17,Product_C,South,142,236
2023-05-18,Product_C,South,152,210
2023-05-19,Product_C,South,140,206
2023-05-20,Product_C,South,123,153
2023-05-21,Product_C,South,121,179
2023-05-22,Product_C,South,112,160
2023-05-23,Product_C,South,99,215
2023-05-24,Product_C,South,152,195
2023-05-25,Product_C,South,156,205
2023-05-26,Product_C,South,142,185
2023-05-27,Product_C,South,90,170
2023-05-28,Product_C,South,122,155
2023-05-29,Product_C,South,98,190
2023-05-30,Product_C,South,118,232
2023-05-31,Product_C,South,134,249
2023-06-01,Product_C,South,90,201
2023-06-02,Product_C,South,140,156
2023-06-03,Product_C,South,103,150
2023-06-04,Product_C,South,97,168
2023-06-05,Product_C,South,99,182
2023-06-06,Product_C,South,147,201
2023-06-07,Product_C,South,119,230
2023-06-08,Product_C,South,143,173
2023-06-09,Product_C,South,91,151
2023-06-10,Product_C,South,111,160
2023-06-11,Product_C,South,119,153
2023-06-12,Product_C,South,103,198
2023-06-13,Product_C,South,122,204
2023-06-14,Product_C,South,104,193
2023-06-15,Product_C,South,145,175
2023-06-16,Product_C,South,124,124
2023-06-17,Product_C,South,92,147
2023-06-18,Product_C,South,130,132
2023-06-19,Product_C,South,128,196
2023-06-20,Product_C,South,116,188
2023-06-21,Product_C,South,136,170
2023-06-22,Product_C,South,114,210
2023-06-23,Product_C,South,116,158
2023-06-24,Product_C,South,99,158
2023-06-25,Product_C,South,112,140
2023-06-26,Product_C,South,140,197
2023-06-27,Product_C,South,139,173
2023-06-28,Product_C,South,109,188
2023-06-29,Product_C,South,121,144
2023-06-30,Product_C,South,112,183
2023-07-01,Product_C,South,103,129
2023-07-02,Product_C,South,86,153
2023-07-03,Product_C,South,108,175
2023-07-04,Product_C,South,134,207
2023-07-05,Product_C,South,104,193
2023-07-06,Product_C,South,110,173
2023-07-07,Product_C,South,115,172
2023-07-08,Product_C,South,112,147
2023-07-09,Product_C,South,94,138
2023-07-10,Product_C,South,79,188
2023-07-11,Product_C,South,114,190
2023-07-12,Product_C,South,135,159
2023-07-13,Product_C,South,97,201
2023-07-14,Product_C,South,103,137
2023-07-15,Product_C,South,88,157
2023-07-16,Product_C,South,105,110
2023-07-17,Product_C,South,130,176
2023-07-18,Product_C,South,113,151
2023-07-19,Product_C,South,137,188
2023-07-20,Product_C,South,86,160
2023-07-21,Product_C,South,141,144
2023-07-22,Product_C,South,77,111
2023-07-23,Product_C,South,114,152
2023-07-24,Product_C,South,123,157
2023-07-25,Product_C,South,134,152
2023-07-26,Product_C,South,118,179
2023-07-27,Product_C,South,129,167
2023-07-28,Product_C,South,84,141
2023-07-29,Product_C,South,63,81
2023-07-30,Product_C,South,98,124
2023-07-31,Product_C,South,95,165
2023-08-01,Product_C,South,133,175
2023-08-02,Product_C,South,145,178
2023-08-03,Product_C,South,108,161
2023-08-04,Product_C,South,73,155
2023-08-05,Product_C,South,52,112
2023-08-06,Product_C,South,85,112
2023-08-07,Product_C,South,89,181
2023-08-08,Product_C,South,124,147
2023-08-09,Product_C,South,101,138
2023-08-10,Product_C,South,112,147
2023-08-11,Product_C,South,62,135
2023-08-12,Product_C,South,86,140
2023-08-13,Product_C,South,82,117
2023-08-14,Product_C,South,121,140
2023-08-15,Product_C,South,115,146
2023-08-16,Product_C,South,117,131
2023-08-17,Product_C,South,92,124
2023-08-18,Product_C,South,78,154
2023-08-19,Product_C,South,71,132
2023-08-20,Product_C,South,99,121
2023-08-21,Product_C,South,105,148
2023-08-22,Product_C,South,103,168
2023-08-23,Product_C,South,133,144
2023-08-24,Product_C,South,82,124
2023-08-25,Product_C,South,97,149
2023-08-26,Product_C,South,70,73
2023-08-27,Product_C,South,71,130
2023-08-28,Product_C,South,88,138
2023-08-29,Product_C,South,92,170
2023-08-30,Product_C,South,107,165
2023-08-31,Product_C,South,97,152
2023-09-01,Product_C,South,88,106
2023-09-02,Product_C,South,80,129
2023-09-03,Product_C,South,91,125
2023-09-04,Product_C,South,75,116
2023-09-05,Product_C,South,92,151
2023-09-06,Product_C,South,99,128
2023-09-07,Product_C,South,77,98
2023-09-08,Product_C,South,43,120
2023-09-09,Product_C,South,100,148
2023-09-10,Product_C,South,65,118
2023-09-11,Product_C,South,68,104
2023-09-12,Product_C,South,79,141
2023-09-13,Product_C,South,96,154
2023-09-14,Product_C,South,101,132
2023-09-15,Product_C,South,81,99
2023-09-16,Product_C,South,59,80
2023-09-17,Product_C,South,83,107
2023-09-18,Product_C,South,62,128
2023-09-19,Product_C,South,78,177
2023-09-20,Product_C,South,90,162
2023-09-21,Product_C,South,106,118
2023-09-22,Product_C,South,81,131
2023-09-23,Product_C,South,74,117
2023-09-24,Product_C,South,60,125
2023-09-25,Product_C,South,79,136
2023-09-26,Product_C,South,109,157
2023-09-27,Product_C,South,103,160
2023-09-28,Product_C,South,101,167
2023-09-29,Product_C,South,80,123
2023-09-30,Product_C,South,83,100
2023-10-01,Product_C,South,60,123
2023-10-02,Product_C,South,83,105
2023-10-03,Product_C,South,103,173
2023-10-04,Product_C,South,74,168
2023-10-05,Product_C,South,56,129
2023-10-06,Product_C,South,103,114
2023-10-07,Product_C,South,74,125
2023-10-08,Product_C,South,56,115
2023-10-09,Product_C,South,87,167
2023-10-10,Product_C,South,78,137
2023-10-11,Product_C,South,85,128
2023-10-12,Product_C,South,108,139
2023-10-13,Product_C,South,74,111
2023-10-14,Product_C,South,68,102
2023-10-15,Product_C,South,62,110
2023-10-16,Product_C,South,82,116
2023-10-17,Product_C,South,100,151
2023-10-18,Product_C,South,92,148
2023-10-19,Product_C,South,124,182
2023-10-20,Product_C,South,69,105
2023-10-21,Product_C,South,63,134
2023-10-22,Product_C,South,73,122
2023-10-23,Product_C,South,115,132
2023-10-24,Product_C,South,109,159
2023-10-25,Product_C,South,93,174
2023-10-26,Product_C,South,83,169
2023-10-27,Product_C,South,76,116
2023-10-28,Product_C,South,64,96
2023-10-29,Product_C,South,74,74
2023-10-30,Product_C,South,87,125
2023-10-31,Product_C,South,113,160
2023-11-01,Product_C,South,93,147
2023-11-02,Product_C,South,93,175
2023-11-03,Product_C,South,75,114
2023-11-04,Product_C,South,65,88
2023-11-05,Product_C,South,85,126
2023-11-06,Product_C,South,110,159
2023-11-07,Product_C,South,140,154
2023-11-08,Product_C,South,102,134
2023-11-09,Product_C,South,109,151
2023-11-10,Product_C,South,96,108
2023-11-11,Product_C,South,84,124
2023-11-12,Product_C,South,85,111
2023-11-13,Product_C,South,111,183
2023-11-14,Product_C,South,88,174
2023-11-15,Product_C,South,62,177
2023-11-16,Product_C,South,73,142
2023-11-17,Product_C,South,72,130
2023-11-18,Product_C,South,93,93
2023-11-19,Product_C,South,81,118
2023-11-20,Product_C,South,120,155
2023-11-21,Product_C,South,90,154
2023-11-22,Product_C,South,139,183
2023-11-23,Product_C,South,90,152
2023-11-24,Product_C,South,89,128
2023-11-25,Product_C,South,63,114
2023-11-26,Product_C,South,106,125
2023-11-27,Product_C,South,99,153
2023-11-28,Product_C,South,150,169
2023-11-29,Product_C,South,135,162
2023-11-30,Product_C,South,104,163
2023-12-01,Product_C,South,84,139
2023-12-02,Product_C,South,99,115
2023-12-03,Product_C,South,91,151
2023-12-04,Product_C,South,91,177
2023-12-05,Product_C,South,117,171
2023-12-06,Product_C,South,83,172
2023-12-07,Product_C,South,118,203
2023-12-08,Product_C,South,107,170
2023-12-09,Product_C,South,74,133
2023-12-10,Product_C,South,111,123
2023-12-11,Product_C,South,122,175
2023-12-12,Product_C,South,125,174
2023-12-13,Product_C,South,105,221
2023-12-14,Product_C,South,126,180
2023-12-15,Product_C,South,95,154
2023-12-16,Product_C,South,96,148
2023-12-17,Product_C,South,108,130
2023-12-18,Product_C,South,86,168
2023-12-19,Product_C,South,91,180
2023-12-20,Product_C,South,118,202
2023-12-21,Product_C,South,155,155
2023-12-22,Product_C,South,141,153
2023-12-23,Product_C,South,102,117
2023-12-24,Product_C,South,115,151
2023-12-25,Product_C,South,113,133
2023-12-26,Product_C,South,130,210
2023-12-27,Product_C,South,127,222
2023-12-28,Product_C,South,144,172
2023-12-29,Product_C,South,135,164
2023-12-30,Product_C,South,100,152
2023-12-31,Product_C,South,105,105
2024-01-01,Product_C,South,115,150
2024-01-02,Product_C,South,165,231
2024-01-03,Product_C,South,154,200
2024-01-04,Product_C,South,108,178
2024-01-05,Product_C,South,145,155
2024-01-06,Product_C,South,66,175
2024-01-07,Product_C,South,131,194
2024-01-08,Product_C,South,141,207
2024-01-09,Product_C,South,138,164
2024-01-10,Product_C,South,141,224
2024-01-11,Product_C,South,129,194
2024-01-12,Product_C,South,99,154
2024-01-13,Product_C,South,136,197
2024-01-14,Product_C,South,110,171
2024-01-15,Product_C,South,107,201
2024-01-16,Product_C,South,178,181
2024-01-17,Product_C,South,155,229
2024-01-18,Product_C,South,146,236
2024-01-19,Product_C,South,156,174
2024-01-20,Product_C,South,120,166
2024-01-21,Product_C,South,103,176
2024-01-22,Product_C,South,142,198
2024-01-23,Product_C,South,126,208
2024-01-24,Product_C,South,139,207
2024-01-25,Product_C,South,146,217
2024-01-26,Product_C,South,141,167
2024-01-27,Product_C,South,103,200
2024-01-28,Product_C,South,114,176
2024-01-29,Product_C,South,129,222
2024-01-30,Product_C,South,175,246
2024-01-31,Product_C,South,154,213
2024-02-01,Product_C,South,184,232
2024-02-02,Product_C,South,117,217
2024-02-03,Product_C,South,106,201
2024-02-04,Product_C,South,146,161
2024-02-05,Product_C,South,148,220
2024-02-06,Product_C,South,212,214
2024-02-07,Product_C,South,191,236
2024-02-08,Product_C,South,119,217
2024-02-09,Product_C,South,129,172
2024-02-10,Product_C,South,123,196
2024-02-11,Product_C,South,127,173
2024-02-12,Product_C,South,136,209
2024-02-13,Product_C,South,161,256
2024-02-14,Product_C,South,167,213
2024-02-15,Product_C,South,137,228
2024-02-16,Product_C,South,154,223
2024-02-17,Product_C,South,153,183
2024-02-18,Product_C,South,139,158
2024-02-19,Product_C,South,151,191
2024-02-20,Product_C,South,157,299
2024-02-21,Product_C,South,171,228
2024-02-22,Product_C,South,162,218
2024-02-23,Product_C,South,115,243
2024-02-24,Product_C,South,142,191
2024-02-25,Product_C,South,120,185
2024-02-26,Product_C,South,178,223
2024-02-27,Product_C,South,87,291
2024-02-28,Product_C,South,171,256
2024-02-29,Product_C,South,180,242
2024-03-01,Product_C,South,151,196
2024-03-02,Product_C,South,101,192
2024-03-03,Product_C,South,157,181
2024-03-04,Product_C,South,130,244
2024-03-05,Product_C,South,153,238
2024-03-06,Product_C,South,159,252
2024-03-07,Product_C,South,120,225
2024-03-08,Product_C,South,143,211
2024-03-09,Product_C,South,148,226
2024-03-10,Product_C,South,160,214
2024-03-11,Product_C,South,145,210
2024-03-12,Product_C,South,166,261
2024-03-13,Product_C,South,191,268
2024-03-14,Product_C,South,156,254
2024-03-15,Product_C,South,166,227
2024-03-16,Product_C,South,127,174
2024-03-17,Product_C,South,115,184
2024-03-18,Product_C,South,155,235
2024-03-19,Product_C,South,132,241
2024-03-20,Product_C,South,178,240
2024-03-21,Product_C,South,170,234
2024-03-22,Product_C,South,125,212
2024-03-23,Product_C,South,136,175
2024-03-24,Product_C,South,128,208
2024-03-25,Product_C,South,133,193
2024-03-26,Product_C,South,129,244
2024-03-27,Product_C,South,138,252
2024-03-28,Product_C,South,201,213
2024-03-29,Product_C,South,135,254
2024-03-30,Product_C,South,137,186
2024-03-31,Product_C,South,130,208
2024-04-01,Product_C,South,189,216
2024-04-02,Product_C,South,149,226
2024-04-03,Product_C,South,176,232
2024-04-04,Product_C,South,150,223
2024-04-05,Product_C,South,164,202
2024-04-06,Product_C,South,136,161
2024-04-07,Product_C,South,136,176
2024-04-08,Product_C,South,141,271
2024-04-09,Product_C,South,192,251
2024-04-10,Product_C,South,256,256
2024-04-11,Product_C,South,189,210
2024-04-12,Product_C,South,136,185
2024-04-13,Product_C,South,133,194
2024-04-14,Product_C,South,127,221
2024-04-15,Product_C,South,138,232
2024-04-16,Product_C,South,189,223
2024-04-17,Product_C,South,153,260
2024-04-18,Product_C,South,175,269
2024-04-19,Product_C,South,136,204
2024-04-20,Product_C,South,111,199
2024-04-21,Product_C,South,126,193
2024-04-22,Product_C,South,148,236
2024-04-23,Product_C,South,153,235
2024-04-24,Product_C,South,182,197
2024-04-25,Product_C,South,144,216
2024-04-26,Product_C,South,164,200
2024-04-27,Product_C,South,116,190
2024-04-28,Product_C,South,119,189
2024-04-29,Product_C,South,151,214
2024-04-30,Product_C,South,155,228
2024-05-01,Product_C,South,140,256
2024-05-02,Product_C,South,165,208
2024-05-03,Product_C,South,154,222
2024-05-04,Product_C,South,144,195
2024-05-05,Product_C,South,142,238
2024-05-06,Product_C,South,140,199
2024-05-07,Product_C,South,126,281
2024-05-08,Product_C,South,212,233
2024-05-09,Product_C,South,138,227
2024-05-10,Product_C,South,161,179
2024-05-11,Product_C,South,87,230
2024-05-12,Product_C,South,134,201
2024-05-13,Product_C,South,140,227
2024-05-14,Product_C,South,125,226
2024-05-15,Product_C,South,168,203
2024-05-16,Product_C,South,146,223
2024-05-17,Product_C,South,128,190
2024-05-18,Product_C,South,104,147
2024-05-19,Product_C,South,129,183
2024-05-20,Product_C,South,113,215
2024-05-21,Product_C,South,152,229
2024-05-22,Product_C,South,110,258
2024-05-23,Product_C,South,123,227
2024-05-24,Product_C,South,116,190
2024-05-25,Product_C,South,141,191
2024-05-26,Product_C,South,145,192
2024-05-27,Product_C,South,148,174
2024-05-28,Product_C,South,148,229
2024-05-29,Product_C,South,189,229
2024-05-30,Product_C,South,153,226
2024-05-31,Product_C,South,152,191
2024-06-01,Product_C,South,132,142
2024-06-02,Product_C,South,92,136
2024-06-03,Product_C,South,153,219
2024-06-04,Product_C,South,173,215
2024-06-05,Product_C,South,143,232
2024-06-06,Product_C,South,176,251
2024-06-07,Product_C,South,141,196
2024-06-08,Product_C,South,138,167
2024-06-09,Product_C,South,111,175
2024-06-10,Product_C,South,114,197
2024-06-11,Product_C,South,124,244
2024-06-12,Product_C,South,165,257
2024-06-13,Product_C,South,106,250
2024-06-14,Product_C,South,94,161
2024-06-15,Product_C,South,102,194
2024-06-16,Product_C,South,119,168
2024-06-17,Product_C,South,115,168
2024-06-18,Product_C,South,170,234
2024-06-19,Product_C,South,179,231
2024-06-20,Product_C,South,83,181
2024-06-21,Product_C,South,128,173
2024-06-22,Product_C,South,100,142
2024-06-23,Product_C,South,128,178
2024-06-24,Product_C,South,136,178
2024-06-25,Product_C,South,145,185
2024-06-26,Product_C,South,142,166
2024-06-27,Product_C,South,102,194
2024-06-28,Product_C,South,159,159
2024-06-29,Product_C,South,86,164
2024-06-30,Product_C,South,138,168
2024-07-01,Product_C,South,136,179
2024-07-02,Product_C,South,127,208
2024-07-03,Product_C,South,126,225
2024-07-04,Product_C,South,98,213
2024-07-05,Product_C,South,114,166
2024-07-06,Product_C,South,78,135
2024-07-07,Product_C,South,125,155
2024-07-08,Product_C,South,125,163
2024-07-09,Product_C,South,133,173
2024-07-10,Product_C,South,138,212
2024-07-11,Product_C,South,132,171
2024-07-12,Product_C,South,105,176
2024-07-13,Product_C,South,97,145
2024-07-14,Product_C,South,133,136
2024-07-15,Product_C,South,135,152
2024-07-16,Product_C,South,142,209
2024-07-17,Product_C,South,122,175
2024-07-18,Product_C,South,86,172
2024-07-19,Product_C,South,116,139
2024-07-20,Product_C,South,99,117
2024-07-21,Product_C,South,97,128
2024-07-22,Product_C,South,112,160
2024-07-23,Product_C,South,103,176
2024-07-24,Product_C,South,111,167
2024-07-25,Product_C,South,138,172
2024-07-26,Product_C,South,69,144
2024-07-27,Product_C,South,108,127
2024-07-28,Product_C,South,119,129
2024-07-29,Product_C,South,118,186
2024-07-30,Product_C,South,131,156
2024-07-31,Product_C,South,107,211
2024-08-01,Product_C,South,102,193
2024-08-02,Product_C,South,95,155
2024-08-03,Product_C,South,73,126
2024-08-04,Product_C,South,82,147
2024-08-05,Product_C,South,108,170
2024-08-06,Product_C,South,110,160
2024-08-07,Product_C,South,125,162
2024-08-08,Product_C,South,131,167
2024-08-09,Product_C,South,94,157
2024-08-10,Product_C,South,88,101
2024-08-11,Product_C,South,77,160
2024-08-12,Product_C,South,105,123
2024-08-13,Product_C,South,122,163
2024-08-14,Product_C,South,103,155
2024-08-15,Product_C,South,126,126
2024-08-16,Product_C,South,84,147
2024-08-17,Product_C,South,108,142
2024-08-18,Product_C,South,79,166
2024-08-19,Product_C,South,81,158
2024-08-20,Product_C,South,122,153
2024-08-21,Product_C,South,128,164
2024-08-22,Product_C,South,119,124
2024-08-23,Product_C,South,99,133
2024-08-24,Product_C,South,100,127
2024-08-25,Product_C,South,105,142
2024-08-26,Product_C,South,98,165
2024-08-27,Product_C,South,124,176
2024-08-28,Product_C,South,74,151
2024-08-29,Product_C,South,127,133
2024-08-30,Product_C,South,104,152
2024-08-31,Product_C,South,75,86
2024-09-01,Product_C,South,79,172
2024-09-02,Product_C,South,85,131
2024-09-03,Product_C,South,93,188
2024-09-04,Product_C,South,108,155
2024-09-05,Product_C,South,126,167
2024-09-06,Product_C,South,78,112
2024-09-07,Product_C,South,97,124
2024-09-08,Product_C,South,65,92
2024-09-09,Product_C,South,80,120
2024-09-10,Product_C,South,74,140
2024-09-11,Product_C,South,95,156
2024-09-12,Product_C,South,128,148
2024-09-13,Product_C,South,87,145
2024-09-14,Product_C,South,79,131
2024-09-15,Product_C,South,88,129
2024-09-16,Product_C,South,135,162
2024-09-17,Product_C,South,89,168
2024-09-18,Product_C,South,96,173
2024-09-19,Product_C,South,80,130
2024-09-20,Product_C,South,94,154
2024-09-21,Product_C,South,87,139
2024-09-22,Product_C,South,89,129
2024-09-23,Product_C,South,88,159
2024-09-24,Product_C,South,123,158
2024-09-25,Product_C,South,107,195
2024-09-26,Product_C,South,101,153
2024-09-27,Product_C,South,95,131
2024-09-28,Product_C,South,71,129
2024-09-29,Product_C,South,83,163
2024-09-30,Product_C,South,106,131
2024-10-01,Product_C,South,118,166
2024-10-02,Product_C,South,131,153
2024-10-03,Product_C,South,104,150
2024-10-04,Product_C,South,90,116
2024-10-05,Product_C,South,88,130
2024-10-06,Product_C,South,100,126
2024-10-07,Product_C,South,89,159
2024-10-08,Product_C,South,94,182
2024-10-09,Product_C,South,128,190
2024-10-10,Product_C,South,108,143
2024-10-11,Product_C,South,91,142
2024-10-12,Product_C,South,75,150
2024-10-13,Product_C,South,92,110
2024-10-14,Product_C,South,124,147
2024-10-15,Product_C,South,90,145
2024-10-16,Product_C,South,136,203
2024-10-17,Product_C,South,119,181
2024-10-18,Product_C,South,107,147
2024-10-19,Product_C,South,87,135
2024-10-20,Product_C,South,95,114
2024-10-21,Product_C,South,108,176
2024-10-22,Product_C,South,106,158
2024-10-23,Product_C,South,121,156
2024-10-24,Product_C,South,84,180
2024-10-25,Product_C,South,86,139
2024-10-26,Product_C,South,77,152
2024-10-27,Product_C,South,99,127
2024-10-28,Product_C,South,82,142
2024-10-29,Product_C,South,121,171
2024-10-30,Product_C,South,117,177
2024-10-31,Product_C,South,119,160
2024-11-01,Product_C,South,100,122
2024-11-02,Product_C,South,119,124
2024-11-03,Product_C,South,92,146
2024-11-04,Product_C,South,95,153
2024-11-05,Product_C,South,114,153
2024-11-06,Product_C,South,125,143
2024-11-07,Product_C,South,138,180
2024-11-08,Product_C,South,106,110
2024-11-09,Product_C,South,78,160
2024-11-10,Product_C,South,149,161
2024-11-11,Product_C,South,120,167
2024-11-12,Product_C,South,102,196
2024-11-13,Product_C,South,100,157
2024-11-14,Product_C,South,91,188
2024-11-15,Product_C,South,98,151
2024-11-16,Product_C,South,90,114
2024-11-17,Product_C,South,85,129
2024-11-18,Product_C,South,84,151
2024-11-19,Product_C,South,101,192
2024-11-20,Product_C,South,136,160
2024-11-21,Product_C,South,110,211
2024-11-22,Product_C,South,87,162
2024-11-23,Product_C,South,95,162
2024-11-24,Product_C,South,101,137
2024-11-25,Product_C,South,112,167
2024-11-26,Product_C,South,122,160
2024-11-27,Product_C,South,152,213
2024-11-28,Product_C,South,100,173
2024-11-29,Product_C,South,101,135
2024-11-30,Product_C,South,69,131
2024-12-01,Product_C,South,95,122
2024-12-02,Product_C,South,117,194
2024-12-03,Product_C,South,144,190
2024-12-04,Product_C,South,95,212
2024-12-05,Product_C,South,126,193
2024-12-06,Product_C,South,140,146
2024-12-07,Product_C,South,56,128
2024-12-08,Product_C,South,111,156
2024-12-09,Product_C,South,96,148
